"","Year","Month","tmax","tmin","af","rain","sun","date","month","station"
"2200",1859,"6",21,11.7,0,45.7,NA,1859-06-15,"Jun","southampton"
"2201",1859,"7",25.1,14.5,0,66.6,NA,1859-07-15,"Jul","southampton"
"2202",1859,"8",22.3,13.1,0,58.3,NA,1859-08-15,"Aug","southampton"
"2203",1859,"9",18.1,10.5,0,135.3,NA,1859-09-15,"Sep","southampton"
"2204",1859,"10",15,8.3,5,119.8,NA,1859-10-15,"Oct","southampton"
"2205",1859,"11",10.5,3.3,5,125.1,NA,1859-11-15,"Nov","southampton"
"2206",1859,"12",6.1,-0.4,16,127.1,NA,1859-12-15,"Dec","southampton"
"2207",1860,"1",8.4,2.5,8,129.2,NA,1860-01-15,"Jan","southampton"
"2208",1860,"2",6,-0.4,15,29.3,NA,1860-02-15,"Feb","southampton"
"2209",1860,"3",9.3,2.8,8,59.3,NA,1860-03-15,"Mar","southampton"
"2210",1860,"4",11.4,3,4,47.6,NA,1860-04-15,"Apr","southampton"
"2211",1860,"5",17.4,8.1,0,88.7,NA,1860-05-15,"May","southampton"
"2212",1860,"6",16.6,10.1,0,205,NA,1860-06-15,"Jun","southampton"
"2213",1860,"7",19.5,11.1,0,84.7,NA,1860-07-15,"Jul","southampton"
"2214",1860,"8",18.2,12,0,115,NA,1860-08-15,"Aug","southampton"
"2215",1860,"9",16.5,8.6,0,99.2,NA,1860-09-15,"Sep","southampton"
"2216",1860,"10",14.3,8.1,1,53.2,NA,1860-10-15,"Oct","southampton"
"2217",1860,"11",8.8,2.9,2,80.2,NA,1860-11-15,"Nov","southampton"
"2218",1860,"12",5.5,0.7,13,127.7,NA,1860-12-15,"Dec","southampton"
"2219",1861,"1",4.8,-0.4,17,20.7,NA,1861-01-15,"Jan","southampton"
"2220",1861,"2",8.9,3.2,6,60.2,NA,1861-02-15,"Feb","southampton"
"2221",1861,"3",10.9,3.7,1,76.4,NA,1861-03-15,"Mar","southampton"
"2222",1861,"4",13.7,3.4,3,10.2,NA,1861-04-15,"Apr","southampton"
"2223",1861,"5",16.9,6.8,0,41.3,NA,1861-05-15,"May","southampton"
"2224",1861,"6",20.4,11.9,0,100.8,NA,1861-06-15,"Jun","southampton"
"2225",1861,"7",19.7,12.6,0,103.5,NA,1861-07-15,"Jul","southampton"
"2226",1861,"8",21.4,12.9,0,22.2,NA,1861-08-15,"Aug","southampton"
"2227",1861,"9",18.4,10,0,78,NA,1861-09-15,"Sep","southampton"
"2228",1861,"10",17.2,10.7,0,27.7,NA,1861-10-15,"Oct","southampton"
"2229",1861,"11",9.4,1.9,7,164.3,NA,1861-11-15,"Nov","southampton"
"2230",1861,"12",8.4,2.8,6,53.2,NA,1861-12-15,"Dec","southampton"
"2231",1862,"1",7.2,2.3,9,104,NA,1862-01-15,"Jan","southampton"
"2232",1862,"2",8.5,3.8,3,20.1,NA,1862-02-15,"Feb","southampton"
"2233",1862,"3",9.6,4,4,124.2,NA,1862-03-15,"Mar","southampton"
"2234",1862,"4",13.2,6.5,4,57.5,NA,1862-04-15,"Apr","southampton"
"2235",1862,"5",17.4,9.6,0,123.9,NA,1862-05-15,"May","southampton"
"2236",1862,"6",17.9,9.2,0,53.8,NA,1862-06-15,"Jun","southampton"
"2237",1862,"7",19.4,10.1,0,52.8,NA,1862-07-15,"Jul","southampton"
"2238",1862,"8",20.2,10.5,0,36.3,NA,1862-08-15,"Aug","southampton"
"2239",1862,"9",18.9,10.7,0,29.7,NA,1862-09-15,"Sep","southampton"
"2240",1862,"10",15.5,8.7,0,171.8,NA,1862-10-15,"Oct","southampton"
"2241",1862,"11",8.6,1.8,10,22.4,NA,1862-11-15,"Nov","southampton"
"2242",1862,"12",9.8,4.6,0,72.7,NA,1862-12-15,"Dec","southampton"
"2243",1863,"1",8.5,3.5,3,129.4,NA,1863-01-15,"Jan","southampton"
"2244",1863,"2",9.8,3.3,5,32.4,NA,1863-02-15,"Feb","southampton"
"2245",1863,"3",11.4,3.1,6,38.7,NA,1863-03-15,"Mar","southampton"
"2246",1863,"4",14.6,5.3,1,20.5,NA,1863-04-15,"Apr","southampton"
"2247",1863,"5",16.7,6.7,0,55.2,NA,1863-05-15,"May","southampton"
"2248",1863,"6",18.9,10.2,0,94.6,NA,1863-06-15,"Jun","southampton"
"2249",1863,"7",22.1,10.9,0,26.4,NA,1863-07-15,"Jul","southampton"
"2250",1863,"8",21,13.1,0,63.9,NA,1863-08-15,"Aug","southampton"
"2251",1863,"9",16.3,8.6,0,98.7,NA,1863-09-15,"Sep","southampton"
"2252",1863,"10",14.9,9.1,0,115.3,NA,1863-10-15,"Oct","southampton"
"2253",1863,"11",11.5,6,2,60.7,NA,1863-11-15,"Nov","southampton"
"2254",1863,"12",10.1,4.4,1,64.4,NA,1863-12-15,"Dec","southampton"
"2255",1864,"1",6.1,1.4,10,72.6,NA,1864-01-15,"Jan","southampton"
"2256",1864,"2",5.6,0.3,15,53.6,NA,1864-02-15,"Feb","southampton"
"2257",1864,"3",10.3,2.9,3,84.2,NA,1864-03-15,"Mar","southampton"
"2258",1864,"4",14,5.2,0,62.6,NA,1864-04-15,"Apr","southampton"
"2259",1864,"5",18.2,8.3,0,39.4,NA,1864-05-15,"May","southampton"
"2260",1864,"6",18.5,10.2,0,35.9,NA,1864-06-15,"Jun","southampton"
"2261",1864,"7",22.1,11.2,0,8,NA,1864-07-15,"Jul","southampton"
"2262",1864,"8",20.9,10.2,0,20.6,NA,1864-08-15,"Aug","southampton"
"2263",1864,"9",18.5,10.6,0,61.7,NA,1864-09-15,"Sep","southampton"
"2264",1864,"10",14.3,7.3,0,36.1,NA,1864-10-15,"Oct","southampton"
"2265",1864,"11",9.7,2.7,8,108.3,NA,1864-11-15,"Nov","southampton"
"2266",1864,"12",6.4,1.3,14,58.8,NA,1864-12-15,"Dec","southampton"
"2267",1865,"1",5.4,0.1,16,128.2,NA,1865-01-15,"Jan","southampton"
"2268",1865,"2",5.9,0.7,13,103.6,NA,1865-02-15,"Feb","southampton"
"2269",1865,"3",6.7,0,15,27.8,NA,1865-03-15,"Mar","southampton"
"2270",1865,"4",17.6,6.6,1,21.8,NA,1865-04-15,"Apr","southampton"
"2271",1865,"5",17.4,8.8,0,74,NA,1865-05-15,"May","southampton"
"2272",1865,"6",22.2,11,0,65.2,NA,1865-06-15,"Jun","southampton"
"2273",1865,"7",22,12.9,0,103.3,NA,1865-07-15,"Jul","southampton"
"2274",1865,"8",20,11.4,0,128.5,NA,1865-08-15,"Aug","southampton"
"2275",1865,"9",22.6,12.3,0,3.4,NA,1865-09-15,"Sep","southampton"
"2276",1865,"10",15.8,8.1,0,221.8,NA,1865-10-15,"Oct","southampton"
"2277",1865,"11",10.9,4.6,2,122.5,NA,1865-11-15,"Nov","southampton"
"2278",1865,"12",8.6,3.6,1,84.4,NA,1865-12-15,"Dec","southampton"
"2279",1866,"1",9.3,3.8,3,169.4,NA,1866-01-15,"Jan","southampton"
"2280",1866,"2",9.1,2.9,6,163.7,NA,1866-02-15,"Feb","southampton"
"2281",1866,"3",8.2,2.3,9,73.4,NA,1866-03-15,"Mar","southampton"
"2282",1866,"4",13.5,5.9,0,62.2,NA,1866-04-15,"Apr","southampton"
"2283",1866,"5",15.4,5.7,0,40.6,NA,1866-05-15,"May","southampton"
"2284",1866,"6",20.8,11.6,0,41.2,NA,1866-06-15,"Jun","southampton"
"2285",1866,"7",21.8,12.4,0,41.5,NA,1866-07-15,"Jul","southampton"
"2286",1866,"8",19.7,12,0,66.3,NA,1866-08-15,"Aug","southampton"
"2287",1866,"9",17,11.1,0,168.1,NA,1866-09-15,"Sep","southampton"
"2288",1866,"10",15.1,8.7,0,40.6,NA,1866-10-15,"Oct","southampton"
"2289",1866,"11",11.4,4.7,2,48.1,NA,1866-11-15,"Nov","southampton"
"2290",1866,"12",9.9,4.3,7,51,NA,1866-12-15,"Dec","southampton"
"2291",1867,"1",4.9,-1.2,19,136.3,NA,1867-01-15,"Jan","southampton"
"2292",1867,"2",10.4,5.1,1,60.5,NA,1867-02-15,"Feb","southampton"
"2293",1867,"3",6.8,1.2,14,73,NA,1867-03-15,"Mar","southampton"
"2294",1867,"4",13.7,6.8,1,47.2,NA,1867-04-15,"Apr","southampton"
"2295",1867,"5",16.2,7.8,1,37.7,NA,1867-05-15,"May","southampton"
"2296",1867,"6",19.8,9.9,0,31.8,NA,1867-06-15,"Jun","southampton"
"2297",1867,"7",20.2,11.4,0,128.7,NA,1867-07-15,"Jul","southampton"
"2298",1867,"8",20.7,12.5,0,53.1,NA,1867-08-15,"Aug","southampton"
"2299",1867,"9",18.8,10.9,0,85.4,NA,1867-09-15,"Sep","southampton"
"2300",1867,"10",13.7,6.7,0,78.3,NA,1867-10-15,"Oct","southampton"
"2301",1867,"11",9.5,2.3,6,7.3,NA,1867-11-15,"Nov","southampton"
"2302",1867,"12",6.9,0.4,17,45.2,NA,1867-12-15,"Dec","southampton"
"2303",1868,"1",5.8,1,15,110.9,NA,1868-01-15,"Jan","southampton"
"2304",1868,"2",9.8,3.9,6,23.8,NA,1868-02-15,"Feb","southampton"
"2305",1868,"3",10.8,3.7,3,73.5,NA,1868-03-15,"Mar","southampton"
"2306",1868,"4",13.9,5.3,2,82.7,NA,1868-04-15,"Apr","southampton"
"2307",1868,"5",18.9,9.1,0,41.3,NA,1868-05-15,"May","southampton"
"2308",1868,"6",22.1,10.6,0,14.9,NA,1868-06-15,"Jun","southampton"
"2309",1868,"7",25.9,13.7,0,17.2,NA,1868-07-15,"Jul","southampton"
"2310",1868,"8",21.4,13.5,0,119.7,NA,1868-08-15,"Aug","southampton"
"2311",1868,"9",20.6,11.1,0,93.8,NA,1868-09-15,"Sep","southampton"
"2312",1868,"10",13.5,5.8,2,70.7,NA,1868-10-15,"Oct","southampton"
"2313",1868,"11",8.6,3.1,7,40.6,NA,1868-11-15,"Nov","southampton"
"2314",1868,"12",11,6.4,0,215.4,NA,1868-12-15,"Dec","southampton"
"2315",1869,"1",8.8,3.4,6,87.1,NA,1869-01-15,"Jan","southampton"
"2316",1869,"2",11,5.5,3,79.8,NA,1869-02-15,"Feb","southampton"
"2317",1869,"3",7.4,1.5,8,48.6,NA,1869-03-15,"Mar","southampton"
"2318",1869,"4",14.9,6.4,1,26.5,NA,1869-04-15,"Apr","southampton"
"2319",1869,"5",14.7,7.6,0,106.5,NA,1869-05-15,"May","southampton"
"2320",1869,"6",18.3,8.9,0,41.4,NA,1869-06-15,"Jun","southampton"
"2321",1869,"7",22.5,12.5,0,25.2,NA,1869-07-15,"Jul","southampton"
"2322",1869,"8",21.3,11.1,0,19.4,NA,1869-08-15,"Aug","southampton"
"2323",1869,"9",18.6,11.8,0,104.4,NA,1869-09-15,"Sep","southampton"
"2324",1869,"10",14,7.1,2,72.6,NA,1869-10-15,"Oct","southampton"
"2325",1869,"11",10.9,3.5,7,37.4,NA,1869-11-15,"Nov","southampton"
"2326",1869,"12",5.9,1.1,11,98.8,NA,1869-12-15,"Dec","southampton"
"2327",1870,"1",6.6,2.2,12,56.2,NA,1870-01-15,"Jan","southampton"
"2328",1870,"2",5.1,0.8,13,66.9,NA,1870-02-15,"Feb","southampton"
"2329",1870,"3",8.6,2.1,10,45.4,NA,1870-03-15,"Mar","southampton"
"2330",1870,"4",14.8,3.6,3,9.7,NA,1870-04-15,"Apr","southampton"
"2331",1870,"5",17,6.6,0,36.8,NA,1870-05-15,"May","southampton"
"2332",1870,"6",21.7,10.9,0,7.9,NA,1870-06-15,"Jun","southampton"
"2333",1870,"7",23.8,13.4,0,13.3,NA,1870-07-15,"Jul","southampton"
"2334",1870,"8",21.6,11.6,0,69.7,NA,1870-08-15,"Aug","southampton"
"2335",1870,"9",18.6,9.7,0,55.9,NA,1870-09-15,"Sep","southampton"
"2336",1870,"10",14.7,7.4,1,96.3,NA,1870-10-15,"Oct","southampton"
"2337",1870,"11",9.7,3,6,51.9,NA,1870-11-15,"Nov","southampton"
"2338",1870,"12",4,-1.2,20,85.1,NA,1870-12-15,"Dec","southampton"
"2339",1871,"1",3.4,-0.8,17,74.1,NA,1871-01-15,"Jan","southampton"
"2340",1871,"2",8.6,3.8,4,40.4,NA,1871-02-15,"Feb","southampton"
"2341",1871,"3",11.7,4.2,2,35.4,NA,1871-03-15,"Mar","southampton"
"2342",1871,"4",13.5,6.3,0,106.6,NA,1871-04-15,"Apr","southampton"
"2343",1871,"5",16.7,6.5,0,10.9,NA,1871-05-15,"May","southampton"
"2344",1871,"6",17.4,9,0,61.8,NA,1871-06-15,"Jun","southampton"
"2345",1871,"7",20.4,12.6,0,125.4,NA,1871-07-15,"Jul","southampton"
"2346",1871,"8",22.9,12.9,0,32.9,NA,1871-08-15,"Aug","southampton"
"2347",1871,"9",18.5,10.6,0,116.7,NA,1871-09-15,"Sep","southampton"
"2348",1871,"10",14.2,7,0,65.8,NA,1871-10-15,"Oct","southampton"
"2349",1871,"11",7.5,1.5,8,19.9,NA,1871-11-15,"Nov","southampton"
"2350",1871,"12",6.2,0.9,13,64.2,NA,1871-12-15,"Dec","southampton"
"2351",1872,"1",8.2,2.4,8,175.2,NA,1872-01-15,"Jan","southampton"
"2352",1872,"2",10.1,5.4,0,60.3,NA,1872-02-15,"Feb","southampton"
"2353",1872,"3",10.7,4.7,8,75.1,NA,1872-03-15,"Mar","southampton"
"2354",1872,"4",13.8,5.1,1,36.6,NA,1872-04-15,"Apr","southampton"
"2355",1872,"5",15,6.3,0,60.7,NA,1872-05-15,"May","southampton"
"2356",1872,"6",18.8,10.3,0,76,NA,1872-06-15,"Jun","southampton"
"2357",1872,"7",22.8,13.3,0,82.3,NA,1872-07-15,"Jul","southampton"
"2358",1872,"8",20.9,12,0,35,NA,1872-08-15,"Aug","southampton"
"2359",1872,"9",18.4,10.6,0,47.6,NA,1872-09-15,"Sep","southampton"
"2360",1872,"10",13.1,6,1,160.1,NA,1872-10-15,"Oct","southampton"
"2361",1872,"11",10.4,5.1,1,115.4,NA,1872-11-15,"Nov","southampton"
"2362",1872,"12",9.1,4.5,4,142,NA,1872-12-15,"Dec","southampton"
"2363",1873,"1",8.5,4.2,5,130.1,NA,1873-01-15,"Jan","southampton"
"2364",1873,"2",4.4,0.4,11,73.3,NA,1873-02-15,"Feb","southampton"
"2365",1873,"3",10.3,3.2,1,78.5,NA,1873-03-15,"Mar","southampton"
"2366",1873,"4",12.9,4.3,3,27.3,NA,1873-04-15,"Apr","southampton"
"2367",1873,"5",15.9,6.4,0,31.8,NA,1873-05-15,"May","southampton"
"2368",1873,"6",19.2,10.6,0,57.3,NA,1873-06-15,"Jun","southampton"
"2369",1873,"7",21.3,12.3,0,58.3,NA,1873-07-15,"Jul","southampton"
"2370",1873,"8",21.3,12.9,0,66.2,NA,1873-08-15,"Aug","southampton"
"2371",1873,"9",17.2,9.4,0,69.3,NA,1873-09-15,"Sep","southampton"
"2372",1873,"10",13.5,6.1,4,75.9,NA,1873-10-15,"Oct","southampton"
"2373",1873,"11",10.3,5,1,72,NA,1873-11-15,"Nov","southampton"
"2374",1873,"12",8.5,2.9,7,14.3,NA,1873-12-15,"Dec","southampton"
"2375",1874,"1",9.3,3.1,5,53.3,NA,1874-01-15,"Jan","southampton"
"2376",1874,"2",8,1.8,11,52.9,NA,1874-02-15,"Feb","southampton"
"2377",1874,"3",11,3.5,5,11.7,NA,1874-03-15,"Mar","southampton"
"2378",1874,"4",14.7,6.1,0,73.9,NA,1874-04-15,"Apr","southampton"
"2379",1874,"5",16.1,6.1,0,47.1,NA,1874-05-15,"May","southampton"
"2380",1874,"6",19.8,10,0,49.9,NA,1874-06-15,"Jun","southampton"
"2381",1874,"7",23,12.3,0,32.6,NA,1874-07-15,"Jul","southampton"
"2382",1874,"8",20.2,11.7,0,60.2,NA,1874-08-15,"Aug","southampton"
"2383",1874,"9",18.2,11,0,81.2,NA,1874-09-15,"Sep","southampton"
"2384",1874,"10",14.6,8.5,0,131.3,NA,1874-10-15,"Oct","southampton"
"2385",1874,"11",10,3.7,7,78.7,NA,1874-11-15,"Nov","southampton"
"2386",1874,"12",4.4,-1.1,22,118.6,NA,1874-12-15,"Dec","southampton"
"2387",1875,"1",9.2,4.9,3,118.4,NA,1875-01-15,"Jan","southampton"
"2388",1875,"2",5.1,-0.3,20,74.7,NA,1875-02-15,"Feb","southampton"
"2389",1875,"3",8.3,2.5,7,25.6,NA,1875-03-15,"Mar","southampton"
"2390",1875,"4",12.8,3.9,1,35,NA,1875-04-15,"Apr","southampton"
"2391",1875,"5",17.5,8,0,44.7,NA,1875-05-15,"May","southampton"
"2392",1875,"6",19.2,10.6,0,72.2,NA,1875-06-15,"Jun","southampton"
"2393",1875,"7",19.3,11.5,0,115.5,NA,1875-07-15,"Jul","southampton"
"2394",1875,"8",21,12.7,0,43.3,NA,1875-08-15,"Aug","southampton"
"2395",1875,"9",20.3,12.2,0,39.8,NA,1875-09-15,"Sep","southampton"
"2396",1875,"10",13.2,7.5,0,124,NA,1875-10-15,"Oct","southampton"
"2397",1875,"11",9.1,3.8,4,118.7,NA,1875-11-15,"Nov","southampton"
"2398",1875,"12",5.9,1.8,12,31,NA,1875-12-15,"Dec","southampton"
"2399",1876,"1",5.8,0.8,14,26.4,NA,1876-01-15,"Jan","southampton"
"2400",1876,"2",8.1,3.4,6,71.4,NA,1876-02-15,"Feb","southampton"
"2401",1876,"3",8.9,2.6,7,94.7,NA,1876-03-15,"Mar","southampton"
"2402",1876,"4",12.7,5.7,2,59.2,NA,1876-04-15,"Apr","southampton"
"2403",1876,"5",15.3,5.2,0,13.4,NA,1876-05-15,"May","southampton"
"2404",1876,"6",19.8,10.3,0,37.3,NA,1876-06-15,"Jun","southampton"
"2405",1876,"7",23.4,13.8,0,16.2,NA,1876-07-15,"Jul","southampton"
"2406",1876,"8",22.3,12.6,0,99.8,NA,1876-08-15,"Aug","southampton"
"2407",1876,"9",17.2,10.8,0,117.2,NA,1876-09-15,"Sep","southampton"
"2408",1876,"10",14.8,9.9,0,73.5,NA,1876-10-15,"Oct","southampton"
"2409",1876,"11",10.4,4.3,6,105,NA,1876-11-15,"Nov","southampton"
"2410",1876,"12",9.3,5.1,5,202.4,NA,1876-12-15,"Dec","southampton"
"2411",1877,"1",9.9,4.1,1,157.7,NA,1877-01-15,"Jan","southampton"
"2412",1877,"2",9.8,5,2,42.4,NA,1877-02-15,"Feb","southampton"
"2413",1877,"3",8.6,2.2,9,58.6,NA,1877-03-15,"Mar","southampton"
"2414",1877,"4",11.9,5.5,0,73.5,NA,1877-04-15,"Apr","southampton"
"2415",1877,"5",13.9,6.1,2,60.5,NA,1877-05-15,"May","southampton"
"2416",1877,"6",21.6,11.7,0,20.8,NA,1877-06-15,"Jun","southampton"
"2417",1877,"7",20.2,11.7,0,82.1,NA,1877-07-15,"Jul","southampton"
"2418",1877,"8",20.5,12.9,0,77,NA,1877-08-15,"Aug","southampton"
"2419",1877,"9",16.3,8.5,0,49.3,NA,1877-09-15,"Sep","southampton"
"2420",1877,"10",14.4,6,2,61.5,NA,1877-10-15,"Oct","southampton"
"2421",1877,"11",11.8,4.9,0,158.5,NA,1877-11-15,"Nov","southampton"
"2422",1877,"12",8.4,2.4,9,47.8,NA,1877-12-15,"Dec","southampton"
"2423",1878,"1",7.7,2.8,9,34.5,NA,1878-01-15,"Jan","southampton"
"2424",1878,"2",8.2,3.6,4,59.7,NA,1878-02-15,"Feb","southampton"
"2425",1878,"3",9.7,3.1,10,39.8,NA,1878-03-15,"Mar","southampton"
"2426",1878,"4",13.2,5.6,3,85.8,NA,1878-04-15,"Apr","southampton"
"2427",1878,"5",16.3,9.4,0,114,NA,1878-05-15,"May","southampton"
"2428",1878,"6",20.4,11.7,0,44,NA,1878-06-15,"Jun","southampton"
"2429",1878,"7",22.3,13.2,0,41.4,NA,1878-07-15,"Jul","southampton"
"2430",1878,"8",20.9,13.7,0,174.7,NA,1878-08-15,"Aug","southampton"
"2431",1878,"9",18.1,9.8,0,37.5,NA,1878-09-15,"Sep","southampton"
"2432",1878,"10",14.8,8.1,0,90.8,NA,1878-10-15,"Oct","southampton"
"2433",1878,"11",7.1,2.3,2,63.2,NA,1878-11-15,"Nov","southampton"
"2434",1878,"12",4.1,-0.9,20,39.3,NA,1878-12-15,"Dec","southampton"
"2435",1879,"1",2.8,-1,23,109.5,NA,1879-01-15,"Jan","southampton"
"2436",1879,"2",6,2.2,7,105.6,NA,1879-02-15,"Feb","southampton"
"2437",1879,"3",8.8,2.5,6,12.4,NA,1879-03-15,"Mar","southampton"
"2438",1879,"4",10.1,3.2,2,76.7,NA,1879-04-15,"Apr","southampton"
"2439",1879,"5",13.7,5.8,0,71,NA,1879-05-15,"May","southampton"
"2440",1879,"6",16.6,10.8,0,133.4,NA,1879-06-15,"Jun","southampton"
"2441",1879,"7",18.1,11.5,0,105,NA,1879-07-15,"Jul","southampton"
"2442",1879,"8",19.2,12.4,0,163.1,NA,1879-08-15,"Aug","southampton"
"2443",1879,"9",17.7,9.7,0,95.5,NA,1879-09-15,"Sep","southampton"
"2444",1879,"10",13.6,6.7,2,20.9,NA,1879-10-15,"Oct","southampton"
"2445",1879,"11",7,1.1,12,12.9,NA,1879-11-15,"Nov","southampton"
"2446",1879,"12",4,-2.3,24,19.1,NA,1879-12-15,"Dec","southampton"
"2447",1880,"1",3.5,-1.5,23,21.1,NA,1880-01-15,"Jan","southampton"
"2448",1880,"2",8.8,2.9,8,90,NA,1880-02-15,"Feb","southampton"
"2449",1880,"3",12.6,3.4,3,21.3,NA,1880-03-15,"Mar","southampton"
"2450",1880,"4",12.9,4.9,0,45.4,NA,1880-04-15,"Apr","southampton"
"2451",1880,"5",17.8,6.3,0,9.8,NA,1880-05-15,"May","southampton"
"2452",1880,"6",18.7,9.6,0,54.8,NA,1880-06-15,"Jun","southampton"
"2453",1880,"7",20.8,12,0,133.4,NA,1880-07-15,"Jul","southampton"
"2454",1880,"8",22.6,13.1,0,24,NA,1880-08-15,"Aug","southampton"
"2455",1880,"9",19.9,11.6,0,147.2,NA,1880-09-15,"Sep","southampton"
"2456",1880,"10",12.4,4.9,5,116.7,NA,1880-10-15,"Oct","southampton"
"2457",1880,"11",9.6,3.4,9,63.9,NA,1880-11-15,"Nov","southampton"
"2458",1880,"12",9.6,3.9,5,107.2,NA,1880-12-15,"Dec","southampton"
"2459",1881,"1",3,-2.8,20,38.8,NA,1881-01-15,"Jan","southampton"
"2460",1881,"2",7,1.3,11,86,NA,1881-02-15,"Feb","southampton"
"2461",1881,"3",10.9,2.8,9,69.3,NA,1881-03-15,"Mar","southampton"
"2462",1881,"4",13.1,3.9,2,21.5,NA,1881-04-15,"Apr","southampton"
"2463",1881,"5",18.1,7.1,0,27.4,NA,1881-05-15,"May","southampton"
"2464",1881,"6",19.1,10.2,0,57.5,NA,1881-06-15,"Jun","southampton"
"2465",1881,"7",23.8,12.7,0,44,NA,1881-07-15,"Jul","southampton"
"2466",1881,"8",19.5,11.3,0,110.8,NA,1881-08-15,"Aug","southampton"
"2467",1881,"9",18.3,9.8,0,48.7,NA,1881-09-15,"Sep","southampton"
"2468",1881,"10",12.4,4.6,3,38.4,NA,1881-10-15,"Oct","southampton"
"2469",1881,"11",12.8,7.1,0,129.6,NA,1881-11-15,"Nov","southampton"
"2470",1881,"12",8,2.6,7,75.8,NA,1881-12-15,"Dec","southampton"
"2471",1882,"1",7.6,2.7,7,45.3,NA,1882-01-15,"Jan","southampton"
"2472",1882,"2",9.7,3.7,5,48.1,NA,1882-02-15,"Feb","southampton"
"2473",1882,"3",12.7,4,3,15.1,NA,1882-03-15,"Mar","southampton"
"2474",1882,"4",14.4,5.8,0,91,NA,1882-04-15,"Apr","southampton"
"2475",1882,"5",17.4,7.9,0,47.2,NA,1882-05-15,"May","southampton"
"2476",1882,"6",18.3,10.2,0,77.9,NA,1882-06-15,"Jun","southampton"
"2477",1882,"7",19.6,12.2,0,72.3,NA,1882-07-15,"Jul","southampton"
"2478",1882,"8",20.6,11.8,0,54,NA,1882-08-15,"Aug","southampton"
"2479",1882,"9",18,8.9,0,57.1,NA,1882-09-15,"Sep","southampton"
"2480",1882,"10",14.4,7.5,0,173.5,NA,1882-10-15,"Oct","southampton"
"2481",1882,"11",10.3,4.2,3,109.5,NA,1882-11-15,"Nov","southampton"
"2482",1882,"12",7.7,3,8,73.6,NA,1882-12-15,"Dec","southampton"
"2483",1883,"1",8.4,3.3,3,87.4,NA,1883-01-15,"Jan","southampton"
"2484",1883,"2",10.1,3.5,2,112.8,NA,1883-02-15,"Feb","southampton"
"2485",1883,"3",7.9,-1.1,23,23.1,NA,1883-03-15,"Mar","southampton"
"2486",1883,"4",14,3.8,3,26.4,NA,1883-04-15,"Apr","southampton"
"2487",1883,"5",16.4,7,1,65.1,NA,1883-05-15,"May","southampton"
"2488",1883,"6",19.9,10.3,0,34.8,NA,1883-06-15,"Jun","southampton"
"2489",1883,"7",19.5,11.7,0,79.9,NA,1883-07-15,"Jul","southampton"
"2490",1883,"8",21.5,12.4,0,28.6,NA,1883-08-15,"Aug","southampton"
"2491",1883,"9",18.2,10.6,0,109.2,NA,1883-09-15,"Sep","southampton"
"2492",1883,"10",14.5,7.4,0,70,NA,1883-10-15,"Oct","southampton"
"2493",1883,"11",10.7,3.5,6,113.1,NA,1883-11-15,"Nov","southampton"
"2494",1883,"12",7.7,2.6,5,20.8,NA,1883-12-15,"Dec","southampton"
"2495",1884,"1",9.6,4.8,0,87.4,NA,1884-01-15,"Jan","southampton"
"2496",1884,"2",9.2,4,2,63.5,NA,1884-02-15,"Feb","southampton"
"2497",1884,"3",11.4,3.7,4,60.7,NA,1884-03-15,"Mar","southampton"
"2498",1884,"4",12.1,3.2,4,42.4,NA,1884-04-15,"Apr","southampton"
"2499",1884,"5",17.8,7.3,0,26.6,NA,1884-05-15,"May","southampton"
"2500",1884,"6",20.2,10.4,0,55.3,NA,1884-06-15,"Jun","southampton"
"2501",1884,"7",21.3,13.1,0,55.6,NA,1884-07-15,"Jul","southampton"
"2502",1884,"8",24.2,12.6,0,32.2,NA,1884-08-15,"Aug","southampton"
"2503",1884,"9",19.9,11.8,0,51.3,NA,1884-09-15,"Sep","southampton"
"2504",1884,"10",14.7,6.3,0,22.1,NA,1884-10-15,"Oct","southampton"
"2505",1884,"11",9.4,3.2,5,39.2,NA,1884-11-15,"Nov","southampton"
"2506",1884,"12",8.1,3,5,94.3,NA,1884-12-15,"Dec","southampton"
"2507",1885,"1",5.9,1.5,9,72.1,NA,1885-01-15,"Jan","southampton"
"2508",1885,"2",10,4.4,3,86.7,NA,1885-02-15,"Feb","southampton"
"2509",1885,"3",9.8,1.5,8,53.7,NA,1885-03-15,"Mar","southampton"
"2510",1885,"4",13.9,4.3,3,40,NA,1885-04-15,"Apr","southampton"
"2511",1885,"5",14.4,5.8,0,98.3,NA,1885-05-15,"May","southampton"
"2512",1885,"6",20.4,10.4,0,39.8,NA,1885-06-15,"Jun","southampton"
"2513",1885,"7",23.4,11.9,0,7.3,NA,1885-07-15,"Jul","southampton"
"2514",1885,"8",20.9,10.5,0,17.1,NA,1885-08-15,"Aug","southampton"
"2515",1885,"9",17.7,9.5,0,128.7,NA,1885-09-15,"Sep","southampton"
"2516",1885,"10",12.4,5.2,0,100.1,NA,1885-10-15,"Oct","southampton"
"2517",1885,"11",9.6,4.3,3,76.9,NA,1885-11-15,"Nov","southampton"
"2518",1885,"12",7,1.6,10,46.5,NA,1885-12-15,"Dec","southampton"
"2519",1886,"1",6,0.2,14,101.6,NA,1886-01-15,"Jan","southampton"
"2520",1886,"2",5.2,-0.4,15,17.8,NA,1886-02-15,"Feb","southampton"
"2521",1886,"3",8.1,1.6,16,65.4,NA,1886-03-15,"Mar","southampton"
