"","Earnings"
"1874",7.691
"1875",7.747
"1876",9.752
"1877",8.861
"1878",9.324
"1879",9.477
"1880",8.885
"1881",8.685
"1882",8.291
"1883",10.32
"1884",8.086
"1885",10.359
"1886",10.798
"1887",7.67
"1888",8.585
"1889",10.553
"1890",9.032
"1891",7.63
"1892",7.64
"1893",9.453
"1894",9.851
"1895",10.104
"1896",10.557
"1897",8.967
"1898",8.844
"1899",10.384
"1900",9.861
"1901",9.619
"1902",8.924
"1903",7.805
"1904",8.812
"1905",10.786
"1906",9.881
"1907",8.415
"1908",7.72
"1909",9.508
"1910",10.654
"1911",10.141
"1912",8.738
"1913",9.972
"1914",9.836
"1915",8.709
"1916",8.546
"1917",8.718
"1918",8.827
"1919",8.917
"1920",10.216
"1921",9.982
"1922",8.134
"1923",9.877
"1924",10.648
"1925",8.65
"1926",7.818
"1927",7.887
"1928",9.929
"1929",8.857
"1930",10.053
"1931",10.42
"1932",8.48
"1933",10.271
"1934",9.137
"1935",10.427
"1936",8.304
"1937",9.784
"1938",9.474
"1939",10.772
"1940",8.312
"1941",8.361
"1942",10.262
"1943",9.598
"1944",9.415
"1945",10.34
"1946",8.16
"1947",8.463
"1948",10.2
"1949",7.613
"1950",9.227
"1951",9.557
"1952",9.935
"1953",8.147
"1954",10.245
"1955",8.506
"1956",7.984
"1957",9.212
"1958",7.756
"1959",9.789
"1960",10.297
"1961",9.948
"1962",8.513
"1963",9.756
"1964",7.693
"1965",7.803
"1966",9.542
"1967",10.322
"1968",9.574
"1969",8.608
"1970",8.591
"1971",9.624
"1972",8.371
"1973",7.633
"1974",10.49
"1975",10.343
"1976",9.743
"1977",9.794
"1978",8.574
"1979",9.065
"1980",8.022
"1981",8.907
"1982",9.93
"1983",7.716
"1984",10.4
"1985",8.802
"1986",10.161
"1987",8.753
"1988",9.865
"1989",8.083
"1990",7.96
"1991",8.011
"1992",7.965
"1993",8.104
"1994",9.89
"1995",9.378
"1996",10.527
"1997",10.55
"1998",7.893
"1999",9.23
"2000",9.85
"2001",9.152
"2002",9.712
"2003",9.482
"2004",10.573
"2005",10.688
"2006",10.551
"2007",9.656
"2008",9.15
"2009",8.856
"2010",9.486
"2011",8.603
"2012",9.871
"2013",9.407
"2014",8.674
"2015",10.295
"2016",10.605
"2017",10.305
"2018",10.04
"2019",9.662
"2020",7.94
"2021",8.554
"2022",9.767
"2023",9.007
"2024",10.508
"2025",8.25
"2026",9.973
"2027",9.587
"2028",8.307
"2029",10.581
"2030",8.524
"2031",7.649
"2032",9.238
"2033",7.844
"2034",8.722
"2035",9.627
"2036",7.922
"2037",8.449
"2038",9.249
"2039",9.417
"2040",8.292
"2041",7.727
"2042",8.9
"2043",7.779
"2044",10.561
"2045",7.902
"2046",8.207
"2047",10.094
"2048",7.95
"2049",9.817
"2050",10.446
"2051",9.804
"2052",10.333
"2053",9.915
"2054",8.778
"2055",8.845
"2056",10.432
"2057",8.966
"2058",7.631
"2059",9.08
"2060",8.015
"2061",9.476
"2062",7.911
"2063",8.189
"2064",8.171
"2065",9.768
"2066",8.308
"2067",8.953
"2068",9.965
"2069",8.311
"2070",10.119
"2071",9.256
"2072",9.033
"2073",10.111
"2074",9.937
"2075",8.817
"2076",8.027
"2077",10.734
"2078",9.783
"2079",9.555
"2080",7.855
"2081",10.45
"2082",9.45
"2083",8.726
"2084",10.236
"2085",9.96
"2086",10.332
"2087",8.747
"2088",8.684
"2089",9.66
"2090",10.661
"2091",10.078
"2092",7.909
"2093",7.937
"2094",8.69
"2095",9.922
"2096",8.622
"2097",7.735
"2098",9.958
"2099",8.065
"2100",8.239
"2101",8.278
"2102",9.567
"2103",9.251
"2104",9.728
"2105",9.873
"2106",10.221
"2107",9.115
"2108",8.851
"2109",9.835
"2110",8.053
"2111",9.7
"2112",8.313
"2113",10.722
"2114",10.451
"2115",9.697
"2116",8.776
"2117",7.952
"2118",9.44
"2119",8.893
"2120",9.184
"2121",9.103
"2122",8.392
"2123",8.251
"2124",8.634
"2125",9.896
"2126",8.576
"2127",7.816
"2128",8.868
"2129",8.36
"2130",10.46
"2131",8.323
"2132",8.737
"2133",9.688
"2134",8.549
"2135",8.588
"2136",9.061
"2137",9.236
"2138",9.424
"2139",9.382
"2140",10.748
"2141",8.182
"2142",10.741
"2143",9.124
"2144",10.733
"2145",9.629
"2146",8.03
"2147",7.623
"2148",7.928
"2149",7.882
"2150",8.723
"2151",7.845
"2152",9.011
"2153",8.41
"2154",9.746
"2155",8.881
"2156",8.074
"2157",9.099
"2158",10.64
"2159",9.367
"2160",10.425
"2161",10.472
"2162",9.88
"2163",9.176
"2164",7.765
"2165",8.206
"2166",8.122
"2167",10.373
"2168",7.822
"2169",8.559
"2170",10.48
"2171",9.441
"2172",8.528
"2173",8.406
"2174",10.139
"2175",10.513
"2176",9.206
"2177",8.898
"2178",10.564
"2179",8.349
"2180",9.895
"2181",8.714
"2182",9.637
"2183",9.014
"2184",10.024
"2185",10.329
"2186",7.647
"2187",8.42
"2188",10.312
"2189",10.135
"2190",8.83
"2191",10.043
"2192",9.513
"2193",8.481
"2194",8.198
"2195",10.207
"2196",9.386
"2197",9.21
"2198",8.365
"2199",8.799
"2200",8.905
"2201",10.681
"2202",10.695
"2203",8.221
"2204",10.068
"2205",8.906
"2206",9.242
"2207",10.173
"2208",10.537
"2209",9.071
"2210",7.77
"2211",10.188
"2212",10.367
"2213",8.8
"2214",9.687
"2215",8.662
"2216",7.894
"2217",9.558
"2218",10.011
"2219",9.431
"2220",9.159
"2221",9.469
"2222",10.3
"2223",8.725
"2224",9.86
"2225",8.581
"2226",9.063
"2227",10.12
"2228",8.864
"2229",9.201
"2230",9.343
"2231",8.517
"2232",8.867
"2233",10.182
"2234",8.351
"2235",9.359
"2236",9.655
"2237",7.872
"2238",10.696
"2239",10.757
"2240",9.144
"2241",8.5
"2242",9.202
"2243",7.782
"2244",10.239
"2245",8.254
"2246",10.541
"2247",10.692
"2248",8.629
"2249",10.21
"2250",10.285
"2251",8.152
"2252",10.28
"2253",8.133
"2254",8.197
"2255",10.255
"2256",9.879
"2257",9.166
"2258",9.518
"2259",9.11
"2260",7.929
"2261",10.358
"2262",10.619
"2263",7.68
"2264",8.76
"2265",9.511
"2266",9.58
"2267",9.979
"2268",9.49
"2269",9.897
"2270",9
"2271",7.969
"2272",10.342
"2273",7.943
"2274",8.316
"2275",9.999
"2276",10.542
"2277",10.018
"2278",8.149
"2279",8.834
"2280",9.126
"2281",10.441
"2282",9.034
"2283",8.483
"2284",8.412
"2285",10.187
"2286",7.718
"2287",10.085
"2288",8.533
"2289",9.535
"2290",10.764
"2291",10.56
"2292",8.478
"2293",7.639
"2294",9.889
"2295",10.215
"2296",7.711
"2297",10.088
"2298",8.959
"2299",7.787
"2300",10.101
"2301",10.293
"2302",9.741
"2303",10.691
"2304",8.209
"2305",10.704
"2306",7.954
"2307",8.11
"2308",8.863
"2309",8.902
"2310",9.323
"2311",9.681
"2312",7.961
"2313",7.854
"2314",8.08
"2315",9.087
"2316",8.397
"2317",10.711
"2318",10.63
"2319",10.258
"2320",9.652
"2321",9.494
"2322",9.074
"2323",9.273
"2324",8.936
"2325",9.525
"2326",9.247
"2327",8.148
"2328",10.677
"2329",9.69
"2330",7.767
"2331",10.27
"2332",10.361
"2333",7.744
"2334",10.467
"2335",8.763
"2336",10.676
"2337",8.772
"2338",9.739
"2339",8.846
"2340",10.575
"2341",9.607
"2342",8.066
"2343",9.351
"2344",10.478
"2345",7.979
"2346",8.974
"2347",8.025
"2348",10.452
"2349",7.993
"2350",10.473
"2351",9.439
"2352",9.872
"2353",8.443
"2354",10.01
"2355",8.299
"2356",10.397
"2357",10.038
"2358",10.52
"2359",9.501
"2360",9.955
"2361",9.641
"2362",10.201
"2363",7.931
"2364",8.535
"2365",10.612
"2366",10.598
"2367",9.445
"2368",8.247
"2369",8.96
"2370",9.638
"2371",9.778
"2372",8.474
"2373",8.928
"2374",9.405
"2375",9.995
"2376",9.912
"2377",8.357
"2378",7.706
"2379",8.773
"2380",9.729
"2381",9.26
"2382",9.855
"2383",8.913
"2384",9.571
"2385",8.176
"2386",7.898
"2387",7.709
"2388",10.782
"2389",9.564
"2390",8.768
"2391",7.614
"2392",9.427
"2393",9.987
"2394",8.27
"2395",8.886
"2396",7.869
"2397",8.787
"2398",10.059
"2399",8.28
"2400",9.437
"2401",8.904
"2402",8.583
"2403",9.466
"2404",9.01
"2405",8.901
"2406",7.863
"2407",9.718
"2408",9.257
"2409",7.65
"2410",8.097
"2411",9.13
"2412",9.519
"2413",7.644
"2414",9.78
"2415",8.614
"2416",10.502
"2417",10.637
"2418",9.496
"2419",8.665
"2420",8.736
"2421",9.787
"2422",8.649
"2423",9.056
"2424",8.085
"2425",8.438
"2426",9.168
"2427",8.194
"2428",10.099
"2429",10.538
"2430",10.73
"2431",8.796
"2432",8.67
"2433",8.219
"2434",9.859
"2435",8.925
"2436",8.375
"2437",9.254
"2438",8.552
"2439",8.073
"2440",9.536
"2441",9.448
"2442",7.611
"2443",9.022
"2444",9.941
"2445",7.901
"2446",10.257
"2447",8.932
"2448",9.106
"2449",8.788
"2450",8.391
"2451",9.547
"2452",8.213
"2453",9.31
"2454",9.94
"2455",8.822
"2456",8.597
"2457",9.667
"2458",7.668
"2459",9.173
"2460",10.763
"2461",8
"2462",8.224
"2463",9.411
"2464",7.934
"2465",8.975
"2466",7.992
"2467",8.453
"2468",8.026
"2469",10.009
"2470",8.97
"2471",8.626
"2472",7.619
"2473",8.306
"2474",10.313
"2475",10.566
"2476",8.98
"2477",8.007
"2478",10.083
"2479",9.762
"2480",8.741
"2481",10.611
"2482",10.402
"2483",8.49
"2484",9.064
"2485",9.792
"2486",8.7
"2487",8.631
"2488",10.549
"2489",9.998
"2490",9.617
"2491",10.041
"2492",10.224
"2493",9.898
"2494",10.353
"2495",9.016
"2496",8.99
"2497",10.418
"2498",9.078
"2499",8.654
"2500",8.982
"2501",16.686
"2502",12.282
"2503",12.169
"2504",15.092
"2505",12.314
"2506",12.742
"2507",12.478
"2508",15.393
"2509",11.654
"2510",14.309
"2511",16.969
"2512",13.237
"2513",15.964
"2514",15.167
"2515",15.315
"2516",14.468
"2517",15.029
"2518",11.471
"2519",11.291
"2520",17.037
"2521",14.18
"2522",14.91
"2523",13.871
"2524",16.226
"2525",12.158
"2526",12.644
"2527",12.379
"2528",16.866
"2529",11.572
"2530",16.951
"2531",11.382
"2532",16.392
"2533",12.777
"2534",16.767
"2535",12.214
"2536",14.257
"2537",11.494
"2538",12.911
"2539",13.665
"2540",13.682
"2541",15.576
"2542",15.904
"2543",14.015
"2544",12.24
"2545",16.682
"2546",13.743
"2547",12.787
"2548",10.954
"2549",14.053
"2550",10.956
"2551",16.727
"2552",15.689
"2553",12.339
"2554",15.081
"2555",16.097
"2556",14.329
"2557",15.437
"2558",11.009
"2559",13.477
"2560",11.349
"2561",14.668
"2562",15.361
"2563",11.498
"2564",11.48
"2565",13.256
"2566",12.558
"2567",13.92
"2568",17.014
"2569",15.622
"2570",15.824
"2571",15.935
"2572",14.161
"2573",12.99
"2574",14.098
"2575",16.853
"2576",10.98
"2577",11.707
"2578",16.942
"2579",16.241
"2580",12.433
"2581",16.22
"2582",11.949
"2583",14.605
"2584",12.124
"2585",11.826
"2586",11.27
"2587",16.176
"2588",16.64
"2589",15.807
"2590",14.906
"2591",13.196
"2592",12.809
"2593",13.868
"2594",14.795
"2595",10.878
"2596",11.127
"2597",15.189
"2598",13.625
"2599",11.353
"2600",16.474
"2601",12.43
"2602",13.998
"2603",11.586
"2604",16.658
"2605",13.081
"2606",12.731
"2607",11.903
"2608",16.206
"2609",12.899
"2610",13.534
"2611",13.786
"2612",12.935
"2613",13.066
"2614",11.617
"2615",16.155
"2616",13.716
"2617",15.876
"2618",15.246
"2619",15.47
"2620",10.943
"2621",14.659
"2622",11.603
"2623",15.311
"2624",11.734
"2625",15.415
"2626",16.144
"2627",15.574
"2628",15.127
"2629",15.909
"2630",12.024
"2631",12.539
"2632",11.302
"2633",11.128
"2634",13.294
"2635",12.179
"2636",16.253
"2637",14.235
"2638",15.408
"2639",13.77
"2640",15.135
"2641",12.246
"2642",15.974
"2643",13.38
"2644",14.988
"2645",12.343
"2646",15.734
"2647",11.631
"2648",11.277
"2649",12.145
"2650",16.042
"2651",12.903
"2652",11.269
"2653",14.11
"2654",14.381
"2655",12.118
"2656",12.818
"2657",15.692
"2658",13.492
"2659",16.57
"2660",12.748
"2661",13.054
"2662",13.336
"2663",12.721
"2664",16.61
"2665",14.441
"2666",14.911
"2667",15.347
"2668",13.936
"2669",11.448
"2670",12.31
"2671",14.449
"2672",12.068
"2673",14.035
"2674",14.47
"2675",16.225
"2676",15.849
"2677",15.859
"2678",11.111
"2679",13.114
"2680",15.633
"2681",15.161
"2682",13.277
"2683",12.365
"2684",11.104
"2685",16.944
"2686",14.748
"2687",16.54
"2688",15.229
"2689",13.959
"2690",16.205
"2691",16.481
"2692",13.168
"2693",17.09
"2694",12.029
"2695",13.894
"2696",14.568
"2697",15.804
"2698",16.388
"2699",15.047
"2700",15.076
"2701",13.281
"2702",15.265
"2703",11.39
"2704",13.295
"2705",12.209
"2706",13.969
"2707",13.394
"2708",11.397
"2709",15.871
"2710",17.04
"2711",15.953
"2712",12.814
"2713",17.046
"2714",14.352
"2715",13.66
"2716",13.88
"2717",13.921
"2718",11.035
"2719",15.82
"2720",13.986
"2721",16.714
"2722",15.585
"2723",17.075
"2724",16.293
"2725",16.925
"2726",15.747
"2727",15.636
"2728",13.928
"2729",16.083
"2730",15.284
"2731",16.799
"2732",16.166
"2733",13.315
"2734",14.916
"2735",13.265
"2736",11.453
"2737",12.665
"2738",11.338
"2739",16.046
"2740",11.683
"2741",14.979
"2742",14.544
"2743",11.325
"2744",11.216
"2745",13.486
"2746",12.775
"2747",16.811
"2748",13.519
"2749",14.622
"2750",11.123
"2751",12.266
"2752",13.392
"2753",11.895
"2754",14.133
"2755",12.633
"2756",11.882
"2757",12.107
"2758",16.891
"2759",17.005
"2760",15.925
"2761",13.407
"2762",11.677
"2763",12.538
"2764",13.37
"2765",16.933
"2766",13.694
"2767",12.948
"2768",12.296
"2769",12.838
"2770",14.086
"2771",11.317
"2772",13.664
"2773",16.127
"2774",15.025
"2775",11.958
"2776",11.312
"2777",12.315
"2778",16.102
"2779",17.021
"2780",14.707
"2781",15.329
"2782",11.046
"2783",12.89
"2784",15.454
"2785",13.807
"2786",15.602
"2787",10.865
"2788",13.798
"2789",17.049
"2790",11.746
"2791",14.732
"2792",13.512
"2793",15.322
"2794",11.016
"2795",15.76
"2796",12.15
"2797",16.839
"2798",12.256
"2799",16.462
"2800",12.909
"2801",14.633
"2802",16.744
"2803",11.118
"2804",13.233
"2805",13.556
"2806",15.148
"2807",15.392
"2808",12.483
"2809",15.851
"2810",14.998
"2811",11.054
"2812",16.967
"2813",12.982
"2814",15.196
"2815",14.584
"2816",15.834
"2817",12.278
"2818",11.438
"2819",16.749
"2820",15.898
"2821",15.996
"2822",17.004
"2823",16.431
"2824",13.56
"2825",13.427
"2826",17.015
"2827",11.135
"2828",11.348
"2829",12.071
"2830",11.886
"2831",15.187
"2832",13.127
"2833",14.413
"2834",14.152
"2835",11.449
"2836",13.827
"2837",16.676
"2838",14.714
"2839",15.077
"2840",12.102
"2841",14.054
"2842",14.958
"2843",13.414
"2844",16.922
"2845",12.445
"2846",11.159
"2847",13.865
"2848",11.724
"2849",12.846
"2850",16.638
"2851",12.095
"2852",14.39
"2853",10.874
"2854",11.858
"2855",17.082
"2856",15.766
"2857",15.409
"2858",11.31
"2859",13.94
"2860",14.076
"2861",15.816
"2862",13.085
"2863",14.966
"2864",14.632
"2865",15.05
"2866",16.789
"2867",11.686
"2868",14.062
"2869",17.05
"2870",12.691
"2871",12.337
"2872",12.926
"2873",11.547
"2874",13.536
"2875",10.877
"2876",16.56
"2877",14.597
"2878",13.424
"2879",16.134
"2880",16.701
"2881",10.85
"2882",15.62
"2883",11.174
"2884",15.458
"2885",16.163
"2886",11.323
"2887",15.017
"2888",14.216
"2889",14.74
"2890",11.166
"2891",14.874
"2892",14.072
"2893",12.788
"2894",11.739
"2895",13.111
"2896",16.423
"2897",15.606
"2898",15.174
"2899",16.28
"2900",13.672
"2901",13.364
"2902",13.262
"2903",12.467
"2904",12.614
"2905",13.662
"2906",15.712
"2907",15.037
"2908",13.723
"2909",15.276
"2910",11.619
"2911",15.975
"2912",16.84
"2913",11.057
"2914",15.177
"2915",11.968
"2916",12.513
"2917",14.293
"2918",15.001
"2919",13.882
"2920",13.109
"2921",12.711
"2922",14.227
"2923",15.015
"2924",11.91
"2925",13.112
"2926",13.299
"2927",12.078
"2928",13.889
"2929",14.532
"2930",14.442
"2931",11.817
"2932",15.046
"2933",12.332
"2934",11.61
"2935",12.586
"2936",15.686
"2937",16.03
"2938",13.461
"2939",13.075
"2940",16.677
"2941",11.854
"2942",16.291
"2943",16.437
"2944",15.917
"2945",14.865
"2946",12.71
"2947",13.957
"2948",13.715
"2949",16.413
"2950",16.543
"2951",16.116
"2952",15.763
"2953",13.725
"2954",11.386
"2955",16.864
"2956",10.997
"2957",11.228
"2958",12.525
"2959",11.661
"2960",12.219
"2961",16.788
"2962",13.596
"2963",14.536
"2964",16.006
"2965",14.236
"2966",14.835
"2967",13.837
"2968",14.895
"2969",17.093
"2970",13.617
"2971",16.68
"2972",14.432
"2973",14.271
"2974",12.962
"2975",15.254
"2976",14.807
"2977",15.487
"2978",17.03
"2979",14.42
"2980",13.187
"2981",14.405
"2982",15.082
"2983",15.603
"2984",16.69
"2985",13.965
"2986",14.777
"2987",11.424
"2988",12.234
"2989",15.064
"2990",15.118
"2991",11.86
"2992",11.491
"2993",12.511
"2994",16.45
"2995",16.518
"2996",15.896
"2997",15.482
"2998",15.251
"2999",15.569
"3000",13.864
"3001",13.338
"3002",15.561
"3003",14.284
"3004",16.623
"3005",12.679
"3006",13.182
"3007",12.811
"3008",15.709
"3009",16.203
"3010",13.52
"3011",15.634
"3012",12.345
"3013",12.014
"3014",15.913
"3015",15.152
"3016",16.734
"3017",12.807
"3018",13.042
"3019",12.032
"3020",11.771
"3021",12.789
"3022",12.448
"3023",16.377
"3024",15.476
"3025",13.684
"3026",15.494
"3027",10.958
"3028",12.352
"3029",15.572
"3030",13.24
"3031",13.976
"3032",17
"3033",12.541
"3034",11.198
"3035",16.563
"3036",13.619
"3037",15.087
"3038",15.539
"3039",14.135
"3040",16.335
"3041",16.786
"3042",13.958
"3043",12.088
"3044",15.355
"3045",12.038
"3046",15.785
"3047",10.813
"3048",15.671
"3049",13.183
"3050",15.404
"3051",14.012
"3052",13.311
"3053",13.737
"3054",13.689
"3055",12.383
"3056",16.476
"3057",16.133
"3058",13.003
"3059",11.827
"3060",15.145
"3061",14.657
"3062",16.257
"3063",11.019
"3064",12.737
"3065",16.041
"3066",14.4
"3067",11.292
"3068",12.756
"3069",16.142
"3070",11.085
"3071",14.912
"3072",15.823
"3073",13.475
"3074",16.17
"3075",15.687
"3076",14.527
"3077",13.823
"3078",15.66
"3079",12.605
"3080",13.787
"3081",13.232
"3082",10.896
"3083",15.414
"3084",13.91
"3085",16.104
"3086",11.488
"3087",12.98
"3088",16.079
"3089",16.85
"3090",12.07
"3091",12.468
"3092",13.735
"3093",16.449
"3094",15.331
"3095",14.833
"3096",15.772
"3097",11.722
"3098",15.29
"3099",13.632
"3100",16.433
"3101",11.233
"3102",13.961
"3103",15.108
"3104",16.557
"3105",16.614
"3106",13.166
"3107",15.654
"3108",10.935
"3109",16.325
"3110",16.128
"3111",15.337
"3112",15.218
"3113",16.836
"3114",15.357
"3115",11.244
"3116",11.484
"3117",12.54
"3118",14.261
"3119",15.829
"3120",10.844
"3121",11.748
"3122",12.338
"3123",16.606
"3124",15.892
"3125",12.4
"3126",12.2
"3127",14.019
"3128",10.919
"3129",17.017
"3130",11.638
"3131",13.215
"3132",12.526
"3133",11.213
"3134",11.667
"3135",12.317
"3136",16.299
"3137",13.325
"3138",14.972
"3139",10.922
"3140",11.294
"3141",14.45
"3142",11.485
"3143",11.776
"3144",12.197
"3145",14.388
"3146",11.762
"3147",16.419
"3148",13.847
"3149",13.488
"3150",11.124
"3151",15.405
"3152",15.01
"3153",11.167
"3154",15.169
"3155",12.053
"3156",13.974
"3157",16.119
"3158",13.624
"3159",15.724
"3160",15.767
"3161",14.498
"3162",11.45
"3163",11.296
"3164",11.932
"3165",15.095
"3166",11.432
"3167",12.759
"3168",12.522
"3169",11.893
"3170",15.158
"3171",12.074
"3172",12.611
"3173",16.585
"3174",14.243
"3175",15.911
"3176",15.841
"3177",12.329
"3178",15.788
"3179",13.306
"3180",16.052
"3181",13.098
"3182",12.012
"3183",15.449
"3184",14.328
"3185",10.931
"3186",12.857
"3187",15.597
"3188",12.194
"3189",12.612
"3190",14.218
"3191",14.387
"3192",14.875
"3193",15.16
"3194",14.151
"3195",14.298
"3196",12.884
"3197",13.159
"3198",12.452
"3199",13.023
"3200",14.697
"3201",14.854
"3202",13.526
"3203",16.998
"3204",10.897
"3205",12.907
"3206",11.7
"3207",11.606
"3208",15.846
"3209",15.101
"3210",14.316
"3211",15.366
"3212",13.83
"3213",11.961
"3214",13.82
"3215",13.353
"3216",13.956
"3217",14.997
"3218",12.913
"3219",17.07
"3220",12.805
"3221",15.466
"3222",11.688
"3223",12.398
"3224",10.872
"3225",16.349
"3226",12.514
"3227",13.198
"3228",14.131
"3229",14.704
"3230",13.022
"3231",11.165
"3232",13.834
"3233",15.126
"3234",15.719
"3235",11.101
"3236",14.107
"3237",12.144
"3238",13.699
"3239",14.896
"3240",11.951
"3241",15.624
"3242",14.295
"3243",11.814
"3244",11.921
"3245",13.884
"3246",11.457
"3247",15.978
"3248",11.481
"3249",13.252
"3250",16.813
"3251",14.887
"3252",13.514
"3253",11.787
"3254",14.039
"3255",13.601
"3256",13.129
"3257",15.958
"3258",15.894
"3259",16.312
"3260",11.528
"3261",11.207
"3262",11.46
"3263",16.524
"3264",16.917
"3265",11.751
"3266",13.2
"3267",16.463
"3268",11.703
"3269",14.805
"3270",13.328
"3271",13.355
"3272",11.5
"3273",15.632
"3274",15.48
"3275",14.285
"3276",15.248
"3277",14.03
"3278",14.474
"3279",15.339
"3280",10.814
"3281",14.154
"3282",14.319
"3283",16.832
"3284",16.323
"3285",11.049
"3286",14.957
"3287",17.099
"3288",16.239
"3289",15.016
"3290",14.743
"3291",11.851
"3292",11.945
"3293",14.455
"3294",13.901
"3295",12.138
"3296",15.611
"3297",10.842
"3298",15.298
"3299",15.885
"3300",14.799
"3301",15.881
"3302",11.991
"3303",16.609
"3304",16.208
"3305",15.945
"3306",16.667
"3307",11.094
"3308",14.866
"3309",14.963
"3310",14.905
"3311",11.987
"3312",12.228
"3313",11.32
"3314",15.223
"3315",12.154
"3316",11.314
"3317",12.218
"3318",14.087
"3319",11.993
"3320",15.098
"3321",13.792
"3322",16.073
"3323",14.951
"3324",11.259
"3325",14.07
"3326",16.668
"3327",16.123
"3328",11.908
"3329",15.727
"3330",14.35
"3331",13.297
"3332",16.272
"3333",13.929
"3334",15.693
"3335",11.647
"3336",13.251
"3337",13.141
"3338",11.436
"3339",15.208
"3340",12.765
"3341",14.022
"3342",11.681
"3343",15.577
"3344",14.139
"3345",15.123
"3346",13.646
"3347",16.908
"3348",13.606
"3349",15.216
"3350",14.811
"3351",13.648
"3352",12.241
"3353",12.798
"3354",14.269
"3355",16.425
"3356",12.125
"3357",14.477
"3358",16.654
"3359",10.942
"3360",15.281
"3361",12.647
"3362",12.793
"3363",13.268
"3364",16.343
"3365",12.673
"3366",12.235
"3367",16.939
"3368",16.876
"3369",13.138
"3370",11.236
"3371",12.177
"3372",11.36
"3373",12.35
"3374",16.029
"3375",15.349
"3376",11.49
"3377",16.308
"3378",12.774
"3379",17.036
"3380",16.715
"3381",15.032
"3382",13.459
"3383",16.084
"3384",16.666
"3385",16.153
"3386",14.828
"3387",11.004
"3388",11.058
"3389",14.358
"3390",17.057
"3391",11.835
"3392",11.898
"3393",15.522
"3394",16.421
"3395",13.404
"3396",16.037
"3397",14.872
"3398",16.856
"3399",17.088
"3400",13.663
"3401",14.01
"3402",14.898
"3403",12.409
"3404",15.346
"3405",16.707
"3406",12.594
"3407",12.649
"3408",16.983
"3409",11.599
"3410",15.02
"3411",13.214
"3412",13.548
"3413",16.812
"3414",13.08
"3415",16.362
"3416",11.038
"3417",17.094
"3418",16.307
"3419",12.105
"3420",12.135
"3421",15.742
"3422",16.164
"3423",13.16
"3424",16.521
"3425",14.528
"3426",12.875
"3427",11.665
"3428",12.434
"3429",16.47
"3430",16.147
"3431",11.335
"3432",15.181
"3433",16.188
"3434",11.048
"3435",15.643
"3436",11.33
"3437",14.157
"3438",13.65
"3439",13.271
"3440",14.664
"3441",12.599
"3442",15.648
"3443",15.677
"3444",16.641
"3445",13.357
"3446",14.691
"3447",16.932
"3448",16.085
"3449",15.341
"3450",15.596
"3451",13.06
"3452",13.739
"3453",12.791
"3454",11.075
"3455",15.882
"3456",13.13
"3457",14.188
"3458",14.81
"3459",15.787
"3460",13.131
"3461",15.394
"3462",11.114
"3463",15.442
"3464",10.808
"3465",11.592
"3466",11.668
"3467",14.233
"3468",15.523
"3469",12.858
"3470",16.013
"3471",12.866
"3472",10.889
"3473",13.774
"3474",14.265
"3475",17.007
"3476",16.647
"3477",11.462
"3478",12.705
"3479",14.393
"3480",17.048
"3481",15.396
"3482",12.027
"3483",14.277
"3484",10.912
"3485",16.642
"3486",12.941
"3487",11.133
"3488",12.005
"3489",11.472
"3490",16.538
"3491",13.193
"3492",13.097
"3493",14.889
"3494",12.16
"3495",13.373
"3496",11.997
"3497",16.231
"3498",15.062
"3499",16.978
"3500",11.232
"3501",12.606
"3502",14.194
"3503",11.242
"3504",16.553
"3505",12.724
"3506",11.346
"3507",15.7
"3508",11.217
"3509",14.444
"3510",12.722
"3511",11.239
"3512",11.531
"3513",11.948
"3514",11.095
"3515",16.453
"3516",16.111
"3517",14.723
"3518",15.543
"3519",15.264
"3520",13.503
"3521",11.687
"3522",15.532
"3523",13.195
"3524",14.821
"3525",12.457
"3526",14.656
"3527",14.981
"3528",13.283
"3529",16.901
"3530",12.891
"3531",13.552
"3532",11.451
"3533",15.203
"3534",15.112
"3535",11.698
"3536",16.718
"3537",15.365
"3538",16.778
"3539",15.659
"3540",12.952
"3541",12.232
"3542",16.182
"3543",13.431
"3544",14.204
"3545",11.039
"3546",12.74
"3547",16.395
"3548",12.515
"3549",16.878
"3550",14.093
"3551",15.448
"3552",16.465
"3553",15.791
"3554",15.97
"3555",13.264
"3556",12.548
"3557",13.553
"3558",13.385
"3559",14.48
"3560",12.985
"3561",13.205
"3562",15.711
"3563",15.129
"3564",14.224
"3565",14.935
"3566",17.085
"3567",12.075
"3568",13.915
"3569",12.723
"3570",15.206
"3571",13.072
"3572",14.624
"3573",11.052
"3574",14.471
"3575",14.153
"3576",10.984
"3577",10.96
"3578",12.351
"3579",13.389
"3580",10.806
"3581",11.423
"3582",14.755
"3583",14.619
"3584",12.085
"3585",13.685
"3586",13.971
"3587",11.194
"3588",15.33
"3589",12.421
"3590",16.43
"3591",16.487
"3592",14.703
"3593",11.539
"3594",12.089
"3595",12.481
"3596",15.514
"3597",14.595
"3598",15.287
"3599",13.378
"3600",16.401
"3601",15.836
"3602",12.506
"3603",14.439
"3604",14.938
"3605",11.426
"3606",13.49
"3607",16.378
"3608",13.978
"3609",16.592
"3610",14.878
"3611",14.287
"3612",11.963
"3613",14.666
"3614",13.367
"3615",13.97
"3616",11.973
"3617",15.301
"3618",15.275
"3619",13.545
"3620",10.923
"3621",16.775
"3622",13.783
