"sitio","tipo","especie","abund"
"S16","Semi","Sp_37",0
"S16","Semi","Sp_38",0
"S16","Semi","Sp_39",0
"S16","Semi","Sp_40",0
"S16","Semi","Sp_41",1
"S16","Semi","Sp_42",0
"S16","Semi","Sp_43",0
"S16","Semi","Sp_44",0
"S16","Semi","Sp_45",0
"S16","Semi","Sp_46",0
"S16","Semi","Sp_47",0
"S16","Semi","Sp_48",0
"S16","Semi","Sp_49",0
"S16","Semi","Sp_50",0
"S16","Semi","Sp_51",0
"S16","Semi","Sp_52",3
"S16","Semi","Sp_53",0
"S16","Semi","Sp_54",0
"S16","Semi","Sp_55",0
"S16","Semi","Sp_56",0
"S16","Semi","Sp_57",0
"S16","Semi","Sp_58",0
"S16","Semi","Sp_59",0
"S16","Semi","Sp_60",0
"S16","Semi","Sp_61",0
"S16","Semi","Sp_62",1
"S16","Semi","Sp_63",0
"S16","Semi","Sp_64",0
"S16","Semi","Sp_65",0
"S16","Semi","Sp_66",0
"S16","Semi","Sp_67",0
"S16","Semi","Sp_68",0
"S16","Semi","Sp_69",0
"S16","Semi","Sp_70",0
"S16","Semi","Sp_71",0
"S16","Semi","Sp_72",0
"S16","Semi","Sp_73",0
"S16","Semi","Sp_74",0
"S16","Semi","Sp_75",0
"S16","Semi","Sp_76",0
"S16","Semi","Sp_77",0
"S16","Semi","Sp_78",0
"S16","Semi","Sp_79",0
"S16","Semi","Sp_80",0
"S16","Semi","Sp_81",0
"S16","Semi","Sp_82",0
"S16","Semi","Sp_83",0
"S16","Semi","Sp_84",0
"S16","Semi","Sp_85",0
"S16","Semi","Sp_86",0
"S16","Semi","Sp_87",1
"S16","Semi","Sp_88",0
"S16","Semi","Sp_89",0
"S16","Semi","Sp_90",0
"S16","Semi","Sp_91",0
"S16","Semi","Sp_92",0
"S16","Semi","Sp_93",0
"S2","Dry","Sp_1",2
"S2","Dry","Sp_2",0
"S2","Dry","Sp_3",0
"S2","Dry","Sp_4",0
"S2","Dry","Sp_5",5
"S2","Dry","Sp_6",0
"S2","Dry","Sp_7",0
"S2","Dry","Sp_8",0
"S2","Dry","Sp_9",9
"S2","Dry","Sp_10",0
"S2","Dry","Sp_11",5
"S2","Dry","Sp_12",0
"S2","Dry","Sp_13",27
"S2","Dry","Sp_14",0
"S2","Dry","Sp_15",8
"S2","Dry","Sp_16",0
"S2","Dry","Sp_17",3
"S2","Dry","Sp_18",0
"S2","Dry","Sp_19",0
"S2","Dry","Sp_20",0
"S2","Dry","Sp_21",0
"S2","Dry","Sp_22",0
"S2","Dry","Sp_23",1
"S2","Dry","Sp_24",0
"S2","Dry","Sp_25",2
"S2","Dry","Sp_26",0
"S2","Dry","Sp_27",0
"S2","Dry","Sp_28",0
"S2","Dry","Sp_29",0
"S2","Dry","Sp_30",0
"S2","Dry","Sp_31",1
"S2","Dry","Sp_32",0
"S2","Dry","Sp_33",0
"S2","Dry","Sp_34",0
"S2","Dry","Sp_35",0
"S2","Dry","Sp_36",0
"S2","Dry","Sp_37",0
"S2","Dry","Sp_38",0
"S2","Dry","Sp_39",0
"S2","Dry","Sp_40",0
"S2","Dry","Sp_41",0
"S2","Dry","Sp_42",1
"S2","Dry","Sp_43",3
"S2","Dry","Sp_44",4
"S2","Dry","Sp_45",0
"S2","Dry","Sp_46",0
"S2","Dry","Sp_47",3
"S2","Dry","Sp_48",0
"S2","Dry","Sp_49",0
"S2","Dry","Sp_50",0
"S2","Dry","Sp_51",0
"S2","Dry","Sp_52",0
"S2","Dry","Sp_53",3
"S2","Dry","Sp_54",0
"S2","Dry","Sp_55",0
"S2","Dry","Sp_56",0
"S2","Dry","Sp_57",0
"S2","Dry","Sp_58",0
"S2","Dry","Sp_59",0
"S2","Dry","Sp_60",0
"S2","Dry","Sp_61",0
"S2","Dry","Sp_62",0
"S2","Dry","Sp_63",1
"S2","Dry","Sp_64",0
"S2","Dry","Sp_65",0
"S2","Dry","Sp_66",0
"S2","Dry","Sp_67",0
"S2","Dry","Sp_68",0
"S2","Dry","Sp_69",0
"S2","Dry","Sp_70",0
"S2","Dry","Sp_71",0
"S2","Dry","Sp_72",0
"S2","Dry","Sp_73",0
"S2","Dry","Sp_74",0
"S2","Dry","Sp_75",0
"S2","Dry","Sp_76",1
"S2","Dry","Sp_77",0
"S2","Dry","Sp_78",0
"S2","Dry","Sp_79",1
"S2","Dry","Sp_80",0
"S2","Dry","Sp_81",0
"S2","Dry","Sp_82",0
"S2","Dry","Sp_83",0
"S2","Dry","Sp_84",0
"S2","Dry","Sp_85",0
"S2","Dry","Sp_86",0
"S2","Dry","Sp_87",4
"S2","Dry","Sp_88",0
"S2","Dry","Sp_89",0
"S2","Dry","Sp_90",0
"S2","Dry","Sp_91",0
"S2","Dry","Sp_92",0
"S2","Dry","Sp_93",0
"S21","Humid","Sp_1",0
"S21","Humid","Sp_2",0
"S21","Humid","Sp_3",0
"S21","Humid","Sp_4",0
"S21","Humid","Sp_5",0
"S21","Humid","Sp_6",0
"S21","Humid","Sp_7",0
"S21","Humid","Sp_8",0
"S21","Humid","Sp_9",0
"S21","Humid","Sp_10",0
"S21","Humid","Sp_11",0
"S21","Humid","Sp_12",0
"S21","Humid","Sp_13",0
"S21","Humid","Sp_14",0
"S21","Humid","Sp_15",0
"S21","Humid","Sp_16",0
"S21","Humid","Sp_17",0
"S21","Humid","Sp_18",2
"S21","Humid","Sp_19",0
"S21","Humid","Sp_20",0
"S21","Humid","Sp_21",0
"S21","Humid","Sp_22",0
"S21","Humid","Sp_23",0
"S21","Humid","Sp_24",0
"S21","Humid","Sp_25",0
"S21","Humid","Sp_26",0
"S21","Humid","Sp_27",0
"S21","Humid","Sp_28",0
"S21","Humid","Sp_29",0
"S21","Humid","Sp_30",0
"S21","Humid","Sp_31",0
"S21","Humid","Sp_32",0
"S21","Humid","Sp_33",0
"S21","Humid","Sp_34",0
"S21","Humid","Sp_35",0
"S21","Humid","Sp_36",0
"S21","Humid","Sp_37",0
"S21","Humid","Sp_38",0
"S21","Humid","Sp_39",0
"S21","Humid","Sp_40",0
"S21","Humid","Sp_41",0
"S21","Humid","Sp_42",0
"S21","Humid","Sp_43",0
"S21","Humid","Sp_44",0
"S21","Humid","Sp_45",5
"S21","Humid","Sp_46",0
"S21","Humid","Sp_47",0
"S21","Humid","Sp_48",0
"S21","Humid","Sp_49",0
"S21","Humid","Sp_50",0
"S21","Humid","Sp_51",0
"S21","Humid","Sp_52",0
"S21","Humid","Sp_53",0
"S21","Humid","Sp_54",0
"S21","Humid","Sp_55",0
"S21","Humid","Sp_56",2
"S21","Humid","Sp_57",0
"S21","Humid","Sp_58",3
"S21","Humid","Sp_59",0
"S21","Humid","Sp_60",0
"S21","Humid","Sp_61",0
"S21","Humid","Sp_62",0
"S21","Humid","Sp_63",0
"S21","Humid","Sp_64",0
"S21","Humid","Sp_65",0
"S21","Humid","Sp_66",0
"S21","Humid","Sp_67",0
"S21","Humid","Sp_68",0
"S21","Humid","Sp_69",0
"S21","Humid","Sp_70",0
"S21","Humid","Sp_71",0
"S21","Humid","Sp_72",0
"S21","Humid","Sp_73",8
"S21","Humid","Sp_74",0
"S21","Humid","Sp_75",0
"S21","Humid","Sp_76",0
"S21","Humid","Sp_77",0
"S21","Humid","Sp_78",0
"S21","Humid","Sp_79",0
"S21","Humid","Sp_80",0
"S21","Humid","Sp_81",0
"S21","Humid","Sp_82",0
"S21","Humid","Sp_83",0
"S21","Humid","Sp_84",0
"S21","Humid","Sp_85",0
"S21","Humid","Sp_86",0
"S21","Humid","Sp_87",0
"S21","Humid","Sp_88",0
"S21","Humid","Sp_89",0
"S21","Humid","Sp_90",0
"S21","Humid","Sp_91",0
"S21","Humid","Sp_92",0
"S21","Humid","Sp_93",0
"S24","Dry","Sp_1",0
"S24","Dry","Sp_2",9
"S24","Dry","Sp_3",0
"S24","Dry","Sp_4",0
"S24","Dry","Sp_5",0
"S24","Dry","Sp_6",0
"S24","Dry","Sp_7",11
"S24","Dry","Sp_8",0
"S24","Dry","Sp_9",0
"S24","Dry","Sp_10",0
"S24","Dry","Sp_11",0
"S24","Dry","Sp_12",0
"S24","Dry","Sp_13",0
"S24","Dry","Sp_14",0
"S24","Dry","Sp_15",0
"S24","Dry","Sp_16",0
"S24","Dry","Sp_17",0
"S24","Dry","Sp_18",0
"S24","Dry","Sp_19",0
"S24","Dry","Sp_20",0
"S24","Dry","Sp_21",1
"S24","Dry","Sp_22",0
"S24","Dry","Sp_23",0
"S24","Dry","Sp_24",0
"S24","Dry","Sp_25",0
"S24","Dry","Sp_26",0
"S24","Dry","Sp_27",3
"S24","Dry","Sp_28",0
"S24","Dry","Sp_29",0
"S24","Dry","Sp_30",0
"S24","Dry","Sp_31",5
"S24","Dry","Sp_32",2
"S24","Dry","Sp_33",0
"S24","Dry","Sp_34",1
"S24","Dry","Sp_35",3
"S24","Dry","Sp_36",0
"S24","Dry","Sp_37",0
"S24","Dry","Sp_38",0
"S24","Dry","Sp_39",0
"S24","Dry","Sp_40",0
"S24","Dry","Sp_41",0
"S24","Dry","Sp_42",0
"S24","Dry","Sp_43",0
"S24","Dry","Sp_44",0
"S24","Dry","Sp_45",0
"S24","Dry","Sp_46",0
"S24","Dry","Sp_47",2
"S24","Dry","Sp_48",0
"S24","Dry","Sp_49",0
"S24","Dry","Sp_50",0
"S24","Dry","Sp_51",0
"S24","Dry","Sp_52",0
"S24","Dry","Sp_53",17
"S24","Dry","Sp_54",0
"S24","Dry","Sp_55",0
"S24","Dry","Sp_56",0
"S24","Dry","Sp_57",4
"S24","Dry","Sp_58",0
"S24","Dry","Sp_59",0
"S24","Dry","Sp_60",0
"S24","Dry","Sp_61",0
"S24","Dry","Sp_62",0
"S24","Dry","Sp_63",0
"S24","Dry","Sp_64",0
"S24","Dry","Sp_65",0
"S24","Dry","Sp_66",0
"S24","Dry","Sp_67",0
"S24","Dry","Sp_68",0
"S24","Dry","Sp_69",0
"S24","Dry","Sp_70",0
"S24","Dry","Sp_71",1
"S24","Dry","Sp_72",0
"S24","Dry","Sp_73",0
"S24","Dry","Sp_74",0
"S24","Dry","Sp_75",0
"S24","Dry","Sp_76",0
"S24","Dry","Sp_77",0
"S24","Dry","Sp_78",0
"S24","Dry","Sp_79",0
"S24","Dry","Sp_80",0
"S24","Dry","Sp_81",6
"S24","Dry","Sp_82",0
"S24","Dry","Sp_83",0
"S24","Dry","Sp_84",11
"S24","Dry","Sp_85",1
"S24","Dry","Sp_86",3
"S24","Dry","Sp_87",0
"S24","Dry","Sp_88",0
"S24","Dry","Sp_89",0
"S24","Dry","Sp_90",0
"S24","Dry","Sp_91",0
"S24","Dry","Sp_92",0
"S24","Dry","Sp_93",2
"S28","Humid","Sp_1",0
"S28","Humid","Sp_2",0
"S28","Humid","Sp_3",0
"S28","Humid","Sp_4",2
"S28","Humid","Sp_5",0
"S28","Humid","Sp_6",1
"S28","Humid","Sp_7",0
"S28","Humid","Sp_8",0
"S28","Humid","Sp_9",0
"S28","Humid","Sp_10",0
"S28","Humid","Sp_11",0
"S28","Humid","Sp_12",0
"S28","Humid","Sp_13",0
"S28","Humid","Sp_14",0
"S28","Humid","Sp_15",0
"S28","Humid","Sp_16",1
"S28","Humid","Sp_17",0
"S28","Humid","Sp_18",1
"S28","Humid","Sp_19",0
"S28","Humid","Sp_20",0
"S28","Humid","Sp_21",0
"S28","Humid","Sp_22",0
"S28","Humid","Sp_23",0
"S28","Humid","Sp_24",0
"S28","Humid","Sp_25",0
"S28","Humid","Sp_26",0
"S28","Humid","Sp_27",0
"S28","Humid","Sp_28",0
"S28","Humid","Sp_29",0
"S28","Humid","Sp_30",0
"S28","Humid","Sp_31",0
"S28","Humid","Sp_32",0
"S28","Humid","Sp_33",0
"S28","Humid","Sp_34",0
"S28","Humid","Sp_35",0
"S28","Humid","Sp_36",0
"S28","Humid","Sp_37",0
"S28","Humid","Sp_38",0
"S28","Humid","Sp_39",0
"S28","Humid","Sp_40",0
"S28","Humid","Sp_41",0
"S28","Humid","Sp_42",0
"S28","Humid","Sp_43",0
"S28","Humid","Sp_44",0
"S28","Humid","Sp_45",0
"S28","Humid","Sp_46",0
"S28","Humid","Sp_47",0
"S28","Humid","Sp_48",0
"S28","Humid","Sp_49",0
"S28","Humid","Sp_50",0
"S28","Humid","Sp_51",0
"S28","Humid","Sp_52",0
"S28","Humid","Sp_53",0
"S28","Humid","Sp_54",0
"S28","Humid","Sp_55",0
"S28","Humid","Sp_56",1
"S28","Humid","Sp_57",0
"S28","Humid","Sp_58",0
"S28","Humid","Sp_59",0
"S28","Humid","Sp_60",0
"S28","Humid","Sp_61",0
"S28","Humid","Sp_62",0
"S28","Humid","Sp_63",0
"S28","Humid","Sp_64",0
"S28","Humid","Sp_65",0
"S28","Humid","Sp_66",2
"S28","Humid","Sp_67",0
"S28","Humid","Sp_68",0
"S28","Humid","Sp_69",1
"S28","Humid","Sp_70",1
"S28","Humid","Sp_71",0
"S28","Humid","Sp_72",0
"S28","Humid","Sp_73",0
"S28","Humid","Sp_74",0
"S28","Humid","Sp_75",0
"S28","Humid","Sp_76",0
"S28","Humid","Sp_77",0
"S28","Humid","Sp_78",0
"S28","Humid","Sp_79",0
"S28","Humid","Sp_80",0
"S28","Humid","Sp_81",0
"S28","Humid","Sp_82",0
"S28","Humid","Sp_83",0
"S28","Humid","Sp_84",0
"S28","Humid","Sp_85",0
"S28","Humid","Sp_86",0
"S28","Humid","Sp_87",0
"S28","Humid","Sp_88",1
"S28","Humid","Sp_89",0
"S28","Humid","Sp_90",0
"S28","Humid","Sp_91",0
"S28","Humid","Sp_92",0
"S28","Humid","Sp_93",0
"S29","Humid","Sp_1",0
"S29","Humid","Sp_2",0
"S29","Humid","Sp_3",0
"S29","Humid","Sp_4",0
"S29","Humid","Sp_5",0
"S29","Humid","Sp_6",0
"S29","Humid","Sp_7",7
"S29","Humid","Sp_8",0
"S29","Humid","Sp_9",0
"S29","Humid","Sp_10",0
"S29","Humid","Sp_11",0
"S29","Humid","Sp_12",0
"S29","Humid","Sp_13",0
"S29","Humid","Sp_14",0
"S29","Humid","Sp_15",0
"S29","Humid","Sp_16",1
"S29","Humid","Sp_17",0
"S29","Humid","Sp_18",0
"S29","Humid","Sp_19",0
"S29","Humid","Sp_20",0
"S29","Humid","Sp_21",0
"S29","Humid","Sp_22",0
"S29","Humid","Sp_23",0
"S29","Humid","Sp_24",0
"S29","Humid","Sp_25",0
"S29","Humid","Sp_26",0
"S29","Humid","Sp_27",0
"S29","Humid","Sp_28",0
"S29","Humid","Sp_29",0
"S29","Humid","Sp_30",0
"S29","Humid","Sp_31",0
"S29","Humid","Sp_32",3
"S29","Humid","Sp_33",0
"S29","Humid","Sp_34",0
"S29","Humid","Sp_35",0
"S29","Humid","Sp_36",0
"S29","Humid","Sp_37",18
"S29","Humid","Sp_38",0
"S29","Humid","Sp_39",0
"S29","Humid","Sp_40",0
"S29","Humid","Sp_41",0
"S29","Humid","Sp_42",0
"S29","Humid","Sp_43",0
"S29","Humid","Sp_44",0
"S29","Humid","Sp_45",0
"S29","Humid","Sp_46",0
"S29","Humid","Sp_47",0
"S29","Humid","Sp_48",0
"S29","Humid","Sp_49",0
"S29","Humid","Sp_50",0
"S29","Humid","Sp_51",0
"S29","Humid","Sp_52",0
"S29","Humid","Sp_53",0
"S29","Humid","Sp_54",0
"S29","Humid","Sp_55",0
"S29","Humid","Sp_56",0
"S29","Humid","Sp_57",0
"S29","Humid","Sp_58",0
"S29","Humid","Sp_59",0
"S29","Humid","Sp_60",0
"S29","Humid","Sp_61",0
"S29","Humid","Sp_62",0
"S29","Humid","Sp_63",0
"S29","Humid","Sp_64",0
"S29","Humid","Sp_65",0
"S29","Humid","Sp_66",0
"S29","Humid","Sp_67",0
"S29","Humid","Sp_68",0
"S29","Humid","Sp_69",7
"S29","Humid","Sp_70",3
"S29","Humid","Sp_71",0
"S29","Humid","Sp_72",0
"S29","Humid","Sp_73",0
"S29","Humid","Sp_74",0
"S29","Humid","Sp_75",0
"S29","Humid","Sp_76",0
"S29","Humid","Sp_77",0
"S29","Humid","Sp_78",0
"S29","Humid","Sp_79",0
"S29","Humid","Sp_80",0
"S29","Humid","Sp_81",0
"S29","Humid","Sp_82",0
"S29","Humid","Sp_83",0
"S29","Humid","Sp_84",0
"S29","Humid","Sp_85",0
"S29","Humid","Sp_86",0
"S29","Humid","Sp_87",0
"S29","Humid","Sp_88",7
"S29","Humid","Sp_89",0
"S29","Humid","Sp_90",0
"S29","Humid","Sp_91",0
"S29","Humid","Sp_92",0
"S29","Humid","Sp_93",0
"S3","Dry","Sp_1",0
"S3","Dry","Sp_2",0
"S3","Dry","Sp_3",0
"S3","Dry","Sp_4",0
"S3","Dry","Sp_5",1
"S3","Dry","Sp_6",0
"S3","Dry","Sp_7",0
"S3","Dry","Sp_8",1
"S3","Dry","Sp_9",4
"S3","Dry","Sp_10",2
"S3","Dry","Sp_11",2
"S3","Dry","Sp_12",0
"S3","Dry","Sp_13",4
"S3","Dry","Sp_14",0
"S3","Dry","Sp_15",0
"S3","Dry","Sp_16",0
"S3","Dry","Sp_17",0
"S3","Dry","Sp_18",0
"S3","Dry","Sp_19",1
"S3","Dry","Sp_20",0
"S3","Dry","Sp_21",6
"S3","Dry","Sp_22",0
"S3","Dry","Sp_23",0
"S3","Dry","Sp_24",0
"S3","Dry","Sp_25",0
"S3","Dry","Sp_26",0
"S3","Dry","Sp_27",0
"S3","Dry","Sp_28",0
"S3","Dry","Sp_29",0
"S3","Dry","Sp_30",0
"S3","Dry","Sp_31",0
"S3","Dry","Sp_32",0
"S3","Dry","Sp_33",0
"S3","Dry","Sp_34",2
"S3","Dry","Sp_35",0
"S3","Dry","Sp_36",1
"S3","Dry","Sp_37",0
"S3","Dry","Sp_38",0
"S3","Dry","Sp_39",0
"S3","Dry","Sp_40",0
"S3","Dry","Sp_41",0
"S3","Dry","Sp_42",0
"S3","Dry","Sp_43",0
"S3","Dry","Sp_44",0
"S3","Dry","Sp_45",0
"S3","Dry","Sp_46",0
"S3","Dry","Sp_47",0
"S3","Dry","Sp_48",0
"S3","Dry","Sp_49",0
"S3","Dry","Sp_50",1
"S3","Dry","Sp_51",0
"S3","Dry","Sp_52",0
"S3","Dry","Sp_53",0
"S3","Dry","Sp_54",0
"S3","Dry","Sp_55",0
"S3","Dry","Sp_56",0
"S3","Dry","Sp_57",0
"S3","Dry","Sp_58",0
"S3","Dry","Sp_59",0
"S3","Dry","Sp_60",0
"S3","Dry","Sp_61",0
"S3","Dry","Sp_62",1
"S3","Dry","Sp_63",0
"S3","Dry","Sp_64",0
"S3","Dry","Sp_65",0
"S3","Dry","Sp_66",0
"S3","Dry","Sp_67",0
"S3","Dry","Sp_68",0
"S3","Dry","Sp_69",0
"S3","Dry","Sp_70",0
"S3","Dry","Sp_71",0
"S3","Dry","Sp_72",38
"S3","Dry","Sp_73",0
"S3","Dry","Sp_74",1
"S3","Dry","Sp_75",0
"S3","Dry","Sp_76",1
"S3","Dry","Sp_77",0
"S3","Dry","Sp_78",0
"S3","Dry","Sp_79",0
"S3","Dry","Sp_80",0
"S3","Dry","Sp_81",0
"S3","Dry","Sp_82",0
"S3","Dry","Sp_83",0
"S3","Dry","Sp_84",0
"S3","Dry","Sp_85",0
"S3","Dry","Sp_86",0
"S3","Dry","Sp_87",0
"S3","Dry","Sp_88",0
"S3","Dry","Sp_89",0
"S3","Dry","Sp_90",0
"S3","Dry","Sp_91",0
"S3","Dry","Sp_92",0
"S3","Dry","Sp_93",0
"S31","Dry","Sp_1",0
"S31","Dry","Sp_2",0
"S31","Dry","Sp_3",0
"S31","Dry","Sp_4",0
"S31","Dry","Sp_5",0
"S31","Dry","Sp_6",1
"S31","Dry","Sp_7",7
"S31","Dry","Sp_8",0
"S31","Dry","Sp_9",0
"S31","Dry","Sp_10",0
"S31","Dry","Sp_11",0
"S31","Dry","Sp_12",0
"S31","Dry","Sp_13",0
"S31","Dry","Sp_14",0
"S31","Dry","Sp_15",0
"S31","Dry","Sp_16",0
"S31","Dry","Sp_17",0
"S31","Dry","Sp_18",4
"S31","Dry","Sp_19",0
"S31","Dry","Sp_20",0
"S31","Dry","Sp_21",0
"S31","Dry","Sp_22",0
"S31","Dry","Sp_23",0
"S31","Dry","Sp_24",0
"S31","Dry","Sp_25",0
"S31","Dry","Sp_26",0
"S31","Dry","Sp_27",0
"S31","Dry","Sp_28",0
"S31","Dry","Sp_29",0
"S31","Dry","Sp_30",3
"S31","Dry","Sp_31",0
"S31","Dry","Sp_32",0
"S31","Dry","Sp_33",0
"S31","Dry","Sp_34",0
"S31","Dry","Sp_35",0
"S31","Dry","Sp_36",0
"S31","Dry","Sp_37",0
"S31","Dry","Sp_38",1
"S31","Dry","Sp_39",0
"S31","Dry","Sp_40",0
"S31","Dry","Sp_41",0
"S31","Dry","Sp_42",0
"S31","Dry","Sp_43",2
"S31","Dry","Sp_44",0
"S31","Dry","Sp_45",0
"S31","Dry","Sp_46",0
"S31","Dry","Sp_47",0
"S31","Dry","Sp_48",0
"S31","Dry","Sp_49",0
"S31","Dry","Sp_50",0
"S31","Dry","Sp_51",0
"S31","Dry","Sp_52",0
"S31","Dry","Sp_53",0
"S31","Dry","Sp_54",0
"S31","Dry","Sp_55",0
"S31","Dry","Sp_56",0
"S31","Dry","Sp_57",0
"S31","Dry","Sp_58",3
"S31","Dry","Sp_59",0
"S31","Dry","Sp_60",0
"S31","Dry","Sp_61",0
"S31","Dry","Sp_62",0
"S31","Dry","Sp_63",0
"S31","Dry","Sp_64",0
"S31","Dry","Sp_65",0
"S31","Dry","Sp_66",0
"S31","Dry","Sp_67",0
"S31","Dry","Sp_68",0
"S31","Dry","Sp_69",4
"S31","Dry","Sp_70",6
"S31","Dry","Sp_71",0
"S31","Dry","Sp_72",0
"S31","Dry","Sp_73",0
"S31","Dry","Sp_74",0
"S31","Dry","Sp_75",0
"S31","Dry","Sp_76",0
"S31","Dry","Sp_77",0
"S31","Dry","Sp_78",2
"S31","Dry","Sp_79",0
"S31","Dry","Sp_80",0
"S31","Dry","Sp_81",0
"S31","Dry","Sp_82",0
"S31","Dry","Sp_83",0
"S31","Dry","Sp_84",0
"S31","Dry","Sp_85",0
"S31","Dry","Sp_86",0
"S31","Dry","Sp_87",0
"S31","Dry","Sp_88",0
"S31","Dry","Sp_89",0
"S31","Dry","Sp_90",0
"S31","Dry","Sp_91",0
"S31","Dry","Sp_92",0
"S31","Dry","Sp_93",0
"S32","Dry","Sp_1",0
"S32","Dry","Sp_2",0
"S32","Dry","Sp_3",0
"S32","Dry","Sp_4",0
"S32","Dry","Sp_5",0
"S32","Dry","Sp_6",0
"S32","Dry","Sp_7",0
"S32","Dry","Sp_8",3
"S32","Dry","Sp_9",0
"S32","Dry","Sp_10",20
"S32","Dry","Sp_11",0
"S32","Dry","Sp_12",0
"S32","Dry","Sp_13",1
"S32","Dry","Sp_14",0
"S32","Dry","Sp_15",0
"S32","Dry","Sp_16",2
"S32","Dry","Sp_17",0
"S32","Dry","Sp_18",0
"S32","Dry","Sp_19",0
"S32","Dry","Sp_20",1
"S32","Dry","Sp_21",0
"S32","Dry","Sp_22",0
"S32","Dry","Sp_23",0
"S32","Dry","Sp_24",0
"S32","Dry","Sp_25",0
"S32","Dry","Sp_26",0
"S32","Dry","Sp_27",0
"S32","Dry","Sp_28",0
"S32","Dry","Sp_29",0
"S32","Dry","Sp_30",0
"S32","Dry","Sp_31",0
"S32","Dry","Sp_32",0
"S32","Dry","Sp_33",3
"S32","Dry","Sp_34",0
"S32","Dry","Sp_35",0
"S32","Dry","Sp_36",0
"S32","Dry","Sp_37",0
"S32","Dry","Sp_38",0
"S32","Dry","Sp_39",0
"S32","Dry","Sp_40",0
"S32","Dry","Sp_41",3
"S32","Dry","Sp_42",0
"S32","Dry","Sp_43",0
"S32","Dry","Sp_44",1
"S32","Dry","Sp_45",0
"S32","Dry","Sp_46",3
"S32","Dry","Sp_47",0
"S32","Dry","Sp_48",1
"S32","Dry","Sp_49",0
"S32","Dry","Sp_50",0
"S32","Dry","Sp_51",0
"S32","Dry","Sp_52",0
"S32","Dry","Sp_53",0
"S32","Dry","Sp_54",0
"S32","Dry","Sp_55",0
"S32","Dry","Sp_56",0
"S32","Dry","Sp_57",0
"S32","Dry","Sp_58",0
"S32","Dry","Sp_59",0
"S32","Dry","Sp_60",0
"S32","Dry","Sp_61",0
"S32","Dry","Sp_62",0
"S32","Dry","Sp_63",0
"S32","Dry","Sp_64",1
"S32","Dry","Sp_65",0
"S32","Dry","Sp_66",0
"S32","Dry","Sp_67",0
"S32","Dry","Sp_68",0
"S32","Dry","Sp_69",0
"S32","Dry","Sp_70",0
"S32","Dry","Sp_71",0
"S32","Dry","Sp_72",0
"S32","Dry","Sp_73",0
"S32","Dry","Sp_74",0
"S32","Dry","Sp_75",0
"S32","Dry","Sp_76",0
"S32","Dry","Sp_77",0
"S32","Dry","Sp_78",0
"S32","Dry","Sp_79",0
"S32","Dry","Sp_80",0
"S32","Dry","Sp_81",0
"S32","Dry","Sp_82",0
"S32","Dry","Sp_83",0
"S32","Dry","Sp_84",0
"S32","Dry","Sp_85",0
"S32","Dry","Sp_86",0
"S32","Dry","Sp_87",0
"S32","Dry","Sp_88",0
"S32","Dry","Sp_89",0
"S32","Dry","Sp_90",0
"S32","Dry","Sp_91",0
"S32","Dry","Sp_92",0
"S32","Dry","Sp_93",0
"S33","Dry","Sp_1",0
"S33","Dry","Sp_2",0
"S33","Dry","Sp_3",0
"S33","Dry","Sp_4",0
"S33","Dry","Sp_5",0
"S33","Dry","Sp_6",0
"S33","Dry","Sp_7",0
"S33","Dry","Sp_8",0
"S33","Dry","Sp_9",3
"S33","Dry","Sp_10",2
"S33","Dry","Sp_11",0
"S33","Dry","Sp_12",0
"S33","Dry","Sp_13",3
"S33","Dry","Sp_14",0
"S33","Dry","Sp_15",0
"S33","Dry","Sp_16",0
"S33","Dry","Sp_17",0
"S33","Dry","Sp_18",0
"S33","Dry","Sp_19",0
"S33","Dry","Sp_20",1
"S33","Dry","Sp_21",0
"S33","Dry","Sp_22",0
"S33","Dry","Sp_23",0
"S33","Dry","Sp_24",0
"S33","Dry","Sp_25",0
"S33","Dry","Sp_26",0
"S33","Dry","Sp_27",0
"S33","Dry","Sp_28",0
"S33","Dry","Sp_29",0
"S33","Dry","Sp_30",0
"S33","Dry","Sp_31",0
"S33","Dry","Sp_32",0
"S33","Dry","Sp_33",2
"S33","Dry","Sp_34",2
"S33","Dry","Sp_35",0
"S33","Dry","Sp_36",0
"S33","Dry","Sp_37",0
"S33","Dry","Sp_38",0
"S33","Dry","Sp_39",0
"S33","Dry","Sp_40",0
"S33","Dry","Sp_41",5
"S33","Dry","Sp_42",0
"S33","Dry","Sp_43",0
"S33","Dry","Sp_44",0
"S33","Dry","Sp_45",0
"S33","Dry","Sp_46",0
"S33","Dry","Sp_47",0
"S33","Dry","Sp_48",7
"S33","Dry","Sp_49",0
"S33","Dry","Sp_50",0
"S33","Dry","Sp_51",1
"S33","Dry","Sp_52",0
"S33","Dry","Sp_53",0
"S33","Dry","Sp_54",0
"S33","Dry","Sp_55",0
"S33","Dry","Sp_56",0
"S33","Dry","Sp_57",1
"S33","Dry","Sp_58",0
"S33","Dry","Sp_59",0
"S33","Dry","Sp_60",0
"S33","Dry","Sp_61",0
"S33","Dry","Sp_62",0
"S33","Dry","Sp_63",0
"S33","Dry","Sp_64",1
"S33","Dry","Sp_65",0
"S33","Dry","Sp_66",0
"S33","Dry","Sp_67",0
"S33","Dry","Sp_68",0
"S33","Dry","Sp_69",0
"S33","Dry","Sp_70",0
"S33","Dry","Sp_71",0
"S33","Dry","Sp_72",0
"S33","Dry","Sp_73",0
